GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
LYN	NFKB1	0.817494632078471	protein-protein	0.817494632078471
CXCL8	CXCL5	0.21322425874026	protein-protein	0.21322425874026
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	LRP1	0.562351804515067	protein-protein	0.562351804515067
KRT19	TFF2	0.307256210100271	protein-protein	0.307256210100271
KRT19	CXCL5	-0.181714908453522	protein-protein	0.181714908453522
IL6	IL10RA	-0.171846242109268	protein-protein	0.171846242109268
NFKB1	NBN	0.641793546939865	protein-protein	0.641793546939865
PTN	CX3CL1	0.339041874057987	protein-protein	0.339041874057987
NGF	CXCL5	0.165647321728258	protein-protein	0.165647321728258
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
CXCL12	CXCL5	0.46760848619046	protein-protein	0.46760848619046
IL10RA	IL16	0.231789368569066	protein-protein	0.231789368569066
CXCL1	PDGFB	0.418167741004506	protein-protein	0.418167741004506
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
CXCL8	STC1	0.228018283040077	protein-protein	0.228018283040077
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CX3CL1	THPO	0.300813053537827	protein-protein	0.300813053537827
PTN	PTH1R	0.241117586822416	protein-protein	0.241117586822416
CXCL12	PTH1R	0.132963498104769	protein-protein	0.132963498104769
IL10RA	IL16	0.231789368569066	protein-protein	0.231789368569066
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL8	LYN	0.201388498797258	protein-protein	0.201388498797258
IL6	STC1	0.492401383652937	protein-protein	0.492401383652937
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL8	LYN	0.201388498797258	protein-protein	0.201388498797258
KRT19	KLRD1	0.31339891521406	protein-protein	0.31339891521406
KRT19	NGF	0.390967703121363	protein-protein	0.390967703121363
IL10RA	IL16	0.231789368569066	protein-protein	0.231789368569066
LYN	IL16	0.253397152384502	protein-protein	0.253397152384502
LYN	RASA1	0.15350406839726	protein-protein	0.15350406839726
LYN	IL10RA	0.174832433974296	protein-protein	0.174832433974296
CXCL8	KLRD1	0.192303563269603	protein-protein	0.192303563269603
LRP1	PTH1R	0.18196679844452	protein-protein	0.18196679844452
IL10RB	IL16	0.336373226561183	protein-protein	0.336373226561183
CXCL12	LRP1	0.461859101594746	protein-protein	0.461859101594746
NFKB1	IL16	0.6046869506932	protein-protein	0.6046869506932
CXCL8	MMP1	0.379000283161443	protein-protein	0.379000283161443
CXCL1	MMP1	0.450095742912102	protein-protein	0.450095742912102
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
KITLG	OSM	-0.167813868003775	protein-protein	0.167813868003775
KRT19	TFF2	0.307256210100271	protein-protein	0.307256210100271
KRT19	CXCL5	-0.181714908453522	protein-protein	0.181714908453522
MMP1	TFF2	0.160202032792632	protein-protein	0.160202032792632
MMP1	KRT19	0.170693382427412	protein-protein	0.170693382427412
CXCL8	OSM	0.31641148290349	protein-protein	0.31641148290349
CXCL8	MMP1	0.379000283161443	protein-protein	0.379000283161443
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	CXCL5	0.781992577691383	protein-protein	0.781992577691383
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
CX3CL1	THPO	0.300813053537827	protein-protein	0.300813053537827
NFKB1	THPO	0.62947588889082	protein-protein	0.62947588889082
LYN	NFKB1	0.817494632078471	protein-protein	0.817494632078471
CXCL1	NFKB1	0.622981612814538	protein-protein	0.622981612814538
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	CXCL5	0.781992577691383	protein-protein	0.781992577691383
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
CXCL1	NFKB1	0.622981612814538	protein-protein	0.622981612814538
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
MMP1	CXCL5	0.577236188380956	protein-protein	0.577236188380956
IL6	STC1	0.492401383652937	protein-protein	0.492401383652937
LYN	MMP1	0.618318457868571	protein-protein	0.618318457868571
CXCL8	OSM	0.31641148290349	protein-protein	0.31641148290349
CXCL8	MMP1	0.379000283161443	protein-protein	0.379000283161443
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	STC1	-0.359105113235808	protein-protein	0.359105113235808
NGF	LRP1	0.34117713641741	protein-protein	0.34117713641741
MMP1	TFF2	0.160202032792632	protein-protein	0.160202032792632
MMP1	CXCL5	0.577236188380956	protein-protein	0.577236188380956
IL10RA	IL16	0.231789368569066	protein-protein	0.231789368569066
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	LYN	0.7004894954207	protein-protein	0.7004894954207
NFKB1	IL10RB	-0.107077682639963	protein-protein	0.107077682639963
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
IL10RA	CXCL5	0.235218375166603	protein-protein	0.235218375166603
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
MGMT	MASP1	-0.103669881612328	protein-protein	0.103669881612328
STC1	MGMT	-0.414383165552105	protein-protein	0.414383165552105
IL16	STC1	0.107779633834018	protein-protein	0.107779633834018
PTN	KITLG	0.427441349179411	protein-protein	0.427441349179411
PTN	IL16	0.345925573543248	protein-protein	0.345925573543248
NGF	CX3CL1	0.406499489457979	protein-protein	0.406499489457979
NGF	LRP1	0.34117713641741	protein-protein	0.34117713641741
IL10RB	IL16	0.336373226561183	protein-protein	0.336373226561183
IL10RB	NGF	0.433760477260207	protein-protein	0.433760477260207
CXCL12	CXCL5	0.46760848619046	protein-protein	0.46760848619046
IL6	MGMT	-0.236054582200894	protein-protein	0.236054582200894
NFKB1	CXCL12	0.32504755734689	protein-protein	0.32504755734689
NFKB1	IL10RA	0.236812221156504	protein-protein	0.236812221156504
LYN	IL16	0.253397152384502	protein-protein	0.253397152384502
LYN	IL10RB	-0.138498309822076	protein-protein	0.138498309822076
CXCL8	CXCL12	0.217254658087228	protein-protein	0.217254658087228
CXCL8	RASA1	0.207862578644968	protein-protein	0.207862578644968
LRP1	PDGFB	0.301901691356123	protein-protein	0.301901691356123
NFKB1	IL6	-0.144784076071728	protein-protein	0.144784076071728
LYN	NFKB1	0.817494632078471	protein-protein	0.817494632078471
CXCL8	NFKB1	0.233334507727682	protein-protein	0.233334507727682
LRP1	PDGFB	0.301901691356123	protein-protein	0.301901691356123
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
NFKB1	CXCL5	0.631675854012205	protein-protein	0.631675854012205
NFKB1	PDGFB	0.783795460791792	protein-protein	0.783795460791792
NFKB1	NGF	0.267384612600612	protein-protein	0.267384612600612
NFKB1	IL6	-0.144784076071728	protein-protein	0.144784076071728
LYN	RASA1	0.15350406839726	protein-protein	0.15350406839726
LYN	NFKB1	0.817494632078471	protein-protein	0.817494632078471
CXCL8	NFKB1	0.233334507727682	protein-protein	0.233334507727682
CXCL1	NFKB1	0.622981612814538	protein-protein	0.622981612814538
NFKB1	NGF	0.267384612600612	protein-protein	0.267384612600612
CXCL1	CXCL5	0.781992577691383	protein-protein	0.781992577691383
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
CXCL12	CXCL5	0.46760848619046	protein-protein	0.46760848619046
NFKB1	NGF	0.267384612600612	protein-protein	0.267384612600612
NFKB1	IL6	-0.144784076071728	protein-protein	0.144784076071728
CXCL8	CXCL5	0.21322425874026	protein-protein	0.21322425874026
CXCL8	CXCL12	0.217254658087228	protein-protein	0.217254658087228
CXCL8	NFKB1	0.233334507727682	protein-protein	0.233334507727682
CXCL1	CXCL12	0.350662055855292	protein-protein	0.350662055855292
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
CXCL12	CXCL5	0.46760848619046	protein-protein	0.46760848619046
NFKB1	NGF	0.267384612600612	protein-protein	0.267384612600612
NFKB1	IL6	-0.144784076071728	protein-protein	0.144784076071728
CXCL8	CXCL5	0.21322425874026	protein-protein	0.21322425874026
CXCL8	CXCL12	0.217254658087228	protein-protein	0.217254658087228
CXCL8	NFKB1	0.233334507727682	protein-protein	0.233334507727682
CXCL1	CXCL12	0.350662055855292	protein-protein	0.350662055855292
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
LRP1	PDGFB	0.301901691356123	protein-protein	0.301901691356123
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
CXCL1	CXCL5	0.781992577691383	protein-protein	0.781992577691383
CXCL12	CX3CL1	0.206994912868815	protein-protein	0.206994912868815
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL1	CXCL12	0.350662055855292	protein-protein	0.350662055855292
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
NFKB1	IL6	-0.144784076071728	protein-protein	0.144784076071728
IL6	IL16	0.153580548110673	protein-protein	0.153580548110673
KITLG	OSM	-0.167813868003775	protein-protein	0.167813868003775
THPO	KITLG	0.311581838743158	protein-protein	0.311581838743158
NGF	PDGFB	0.127378304119872	protein-protein	0.127378304119872
CXCL12	CXCL5	0.46760848619046	protein-protein	0.46760848619046
CXCL12	CX3CL1	0.206994912868815	protein-protein	0.206994912868815
IL10RA	IL10RB	0.265901033297435	protein-protein	0.265901033297435
LYN	RASA1	0.15350406839726	protein-protein	0.15350406839726
CXCL8	CXCL5	0.21322425874026	protein-protein	0.21322425874026
CXCL8	CX3CL1	0.516506674259198	protein-protein	0.516506674259198
CXCL8	CXCL12	0.217254658087228	protein-protein	0.217254658087228
CXCL1	CXCL5	0.781992577691383	protein-protein	0.781992577691383
CXCL1	CXCL12	0.350662055855292	protein-protein	0.350662055855292
CXCL1	CXCL8	0.210079905844372	protein-protein	0.210079905844372
SIT1	TNFSF11	0.298833894969668	protein-protein	0.298833894969668
BAMBI	PADI2	0.302984289700063	protein-protein	0.302984289700063
PADI2	SIRT2	0.176818663077805	protein-protein	0.176818663077805
CNTNAP2	NPTXR	0.212614780641763	protein-protein	0.212614780641763
CNTNAP2	PADI2	0.165029633769089	protein-protein	0.165029633769089
SIRT2	SIRT5	0.354728428040679	protein-protein	0.354728428040679
IFNLR1	LIFR	0.178062346158049	protein-protein	0.178062346158049
